paper_id,title,authors,year,journal,doi,url,local_pdf_path,bibtex_key,tags,reading_status,notes_path,added_date,last_reviewed_date,priority,project,source_type,relevance_score,reading_priority,included_in_lit_review,exclude_reason,user_comment
stress_zis_photocatalysis_synthetic_011,Synthetic ZIS photocatalysis Study 011: Charge Separation under Local Review Conditions,"Workbench, Devon; Test, Skyler",2018,Synthetic Zis Photocatalysis Reports,10.9300/synthetic.stress_zis_photocatalysis.011,https://example.local/stress_zis_photocatalysis/stress_zis_photocatalysis_synthetic_011,,stress_zis_photocatalysisSynthetic2018011,charge-separation; zis-stress,archived,notes/stress_zis_photocatalysis_synthetic_011.md,2026-06-10,2026-06-10,critical,stress_zis_photocatalysis,conference_paper,0.0,critical,false,Synthetic exclusion for scope control.,Synthetic stress fixture; not real literature.
stress_zis_photocatalysis_synthetic_012,Synthetic ZIS photocatalysis Study 012: Photocorrosion under Local Review Conditions,"Synthetic, Emery; Test, Jordan",2019,Synthetic Zis Photocatalysis Reports,10.9300/synthetic.stress_zis_photocatalysis.012,https://example.local/stress_zis_photocatalysis/stress_zis_photocatalysis_synthetic_012,,stress_zis_photocatalysisSynthetic2019012,photocorrosion; zis-stress; catalyst-stability,unread,notes/stress_zis_photocatalysis_synthetic_012.md,2026-06-10,2026-06-10,low,stress_zis_photocatalysis,report,0.5,low,true,,Synthetic stress fixture; not real literature.
stress_zis_photocatalysis_synthetic_013,Synthetic ZIS photocatalysis Study 013: Thin-Film Fabrication under Local Review Conditions,"Fixture, Finley; Test, Morgan",2020,Synthetic Zis Photocatalysis Reports,10.9300/synthetic.stress_zis_photocatalysis.013,https://example.local/stress_zis_photocatalysis/stress_zis_photocatalysis_synthetic_013,,stress_zis_photocatalysisSynthetic2020013,thin-film-fabrication; zis-stress,skimmed,notes/stress_zis_photocatalysis_synthetic_013.md,2026-06-10,2026-06-10,medium,stress_zis_photocatalysis,review,1.0,medium,true,,Synthetic stress fixture; not real literature.
stress_zis_photocatalysis_synthetic_014,Synthetic ZIS photocatalysis Study 014: Catalyst Stability under Local Review Conditions,"Local, Gray; Test, Quinn",2021,Synthetic Zis Photocatalysis Reports,10.9300/synthetic.stress_zis_photocatalysis.014,https://example.local/stress_zis_photocatalysis/stress_zis_photocatalysis_synthetic_014,,stress_zis_photocatalysisSynthetic2021014,catalyst-stability; zis-stress,partially_read,notes/stress_zis_photocatalysis_synthetic_014.md,2026-06-10,2026-06-10,high,stress_zis_photocatalysis,preprint,1.5,high,false,Synthetic exclusion for scope control.,Synthetic stress fixture; not real literature.
stress_zis_photocatalysis_synthetic_015,Synthetic ZIS photocatalysis Study 015: Band Alignment under Local Review Conditions,"Example, Harper; Test, Riley",2022,Synthetic Zis Photocatalysis Reports,10.9300/synthetic.stress_zis_photocatalysis.015,https://example.local/stress_zis_photocatalysis/stress_zis_photocatalysis_synthetic_015,,stress_zis_photocatalysisSynthetic2022015,band-alignment; zis-stress,read,notes/stress_zis_photocatalysis_synthetic_015.md,2026-06-10,2026-06-10,critical,stress_zis_photocatalysis,journal_article,2.0,critical,false,Synthetic exclusion for scope control.,Synthetic stress fixture; not real literature.
stress_zis_photocatalysis_synthetic_016,Synthetic ZIS photocatalysis Study 016: Charge Separation under Local Review Conditions,"Review, Avery; Test, Taylor",2023,Synthetic Zis Photocatalysis Reports,10.9300/synthetic.stress_zis_photocatalysis.016,https://example.local/stress_zis_photocatalysis/stress_zis_photocatalysis_synthetic_016,,stress_zis_photocatalysisSynthetic2023016,charge-separation; zis-stress,deeply_read,,2026-06-10,,low,stress_zis_photocatalysis,conference_paper,2.5,low,true,,Synthetic stress fixture; not real literature.
stress_zis_photocatalysis_synthetic_017,Synthetic ZIS photocatalysis Study 017: Photocorrosion under Local Review Conditions,"Workbench, Blair; Test, Skyler",2024,Synthetic Zis Photocatalysis Reports,10.9300/synthetic.stress_zis_photocatalysis.017,https://example.local/stress_zis_photocatalysis/stress_zis_photocatalysis_synthetic_017,,stress_zis_photocatalysisSynthetic2024017,photocorrosion; zis-stress,archived,notes/stress_zis_photocatalysis_synthetic_017.md,2026-06-10,2026-06-10,medium,stress_zis_photocatalysis,report,3.0,medium,true,,Synthetic stress fixture; not real literature.
stress_zis_photocatalysis_synthetic_018,Synthetic ZIS photocatalysis Study 018: Thin-Film Fabrication under Local Review Conditions,"Synthetic, Casey; Test, Jordan",2016,Synthetic Zis Photocatalysis Reports,10.9300/synthetic.stress_zis_photocatalysis.018,https://example.local/stress_zis_photocatalysis/stress_zis_photocatalysis_synthetic_018,,stress_zis_photocatalysisSynthetic2016018,thin-film-fabrication; zis-stress; band-alignment,unread,notes/stress_zis_photocatalysis_synthetic_018.md,2026-06-10,2026-06-10,high,stress_zis_photocatalysis,review,3.5,high,false,Synthetic exclusion for scope control.,Synthetic stress fixture; not real literature.
stress_zis_photocatalysis_synthetic_019,Synthetic ZIS photocatalysis Study 019: Catalyst Stability under Local Review Conditions,"Fixture, Devon; Test, Morgan",2017,Synthetic Zis Photocatalysis Reports,10.9300/synthetic.stress_zis_photocatalysis.019,https://example.local/stress_zis_photocatalysis/stress_zis_photocatalysis_synthetic_019,,stress_zis_photocatalysisSynthetic2017019,catalyst-stability; zis-stress,skimmed,notes/stress_zis_photocatalysis_synthetic_019.md,2026-06-10,2026-06-10,critical,stress_zis_photocatalysis,preprint,4.0,critical,false,Synthetic exclusion for scope control.,Synthetic stress fixture; not real literature.
stress_zis_photocatalysis_synthetic_020,Synthetic ZIS photocatalysis Study 020: Band Alignment under Local Review Conditions,"Local, Emery; Test, Quinn",2018,Synthetic Zis Photocatalysis Reports,10.9300/synthetic.stress_zis_photocatalysis.020,https://example.local/stress_zis_photocatalysis/stress_zis_photocatalysis_synthetic_020,,stress_zis_photocatalysisSynthetic2018020,band-alignment; zis-stress,partially_read,notes/stress_zis_photocatalysis_synthetic_020.md,2026-06-10,2026-06-10,low,stress_zis_photocatalysis,journal_article,4.5,low,true,,Synthetic stress fixture; not real literature.
stress_zis_photocatalysis_synthetic_021,Synthetic ZIS photocatalysis Study 021: Charge Separation under Local Review Conditions,"Example, Finley; Test, Riley",2019,Synthetic Zis Photocatalysis Reports,10.9300/synthetic.stress_zis_photocatalysis.021,https://example.local/stress_zis_photocatalysis/stress_zis_photocatalysis_synthetic_021,data/papers/missing_synthetic_fixture.pdf,stress_zis_photocatalysisSynthetic2019021,charge-separation; zis-stress,read,notes/stress_zis_photocatalysis_synthetic_021.md,2026-06-10,2026-06-10,medium,stress_zis_photocatalysis,conference_paper,5.0,medium,true,,Synthetic stress fixture; not real literature.
stress_zis_photocatalysis_synthetic_022,Synthetic ZIS photocatalysis Study 022: Photocorrosion under Local Review Conditions,"Review, Gray; Test, Taylor",2020,Synthetic Zis Photocatalysis Reports,10.9300/synthetic.stress_zis_photocatalysis.022,https://example.local/stress_zis_photocatalysis/stress_zis_photocatalysis_synthetic_022,,stress_zis_photocatalysisSynthetic2020022,photocorrosion; zis-stress,deeply_read,notes/stress_zis_photocatalysis_synthetic_022.md,2026-06-10,2026-06-10,high,stress_zis_photocatalysis,report,0.0,high,false,Synthetic exclusion for scope control.,Synthetic stress fixture; not real literature.
stress_zis_photocatalysis_synthetic_023,Synthetic ZIS photocatalysis Study 023: Thin-Film Fabrication under Local Review Conditions,"Workbench, Harper; Test, Skyler",2021,Synthetic Zis Photocatalysis Reports,10.9300/synthetic.stress_zis_photocatalysis.023,https://example.local/stress_zis_photocatalysis/stress_zis_photocatalysis_synthetic_023,,stress_zis_photocatalysisSynthetic2021023,thin-film-fabrication; zis-stress,archived,notes/stress_zis_photocatalysis_synthetic_023.md,2026-06-10,2026-06-10,critical,stress_zis_photocatalysis,review,0.5,critical,false,Synthetic exclusion for scope control.,Synthetic stress fixture; not real literature.
stress_zis_photocatalysis_synthetic_024,Synthetic ZIS photocatalysis Study 024: Catalyst Stability under Local Review Conditions,"Synthetic, Avery; Test, Jordan",2022,Synthetic Zis Photocatalysis Reports,10.9300/synthetic.stress_zis_photocatalysis.024,https://example.local/stress_zis_photocatalysis/stress_zis_photocatalysis_synthetic_024,,stress_zis_photocatalysisSynthetic2022024,catalyst-stability; zis-stress; charge-separation,read,,2026-06-10,,low,stress_zis_photocatalysis,preprint,1.0,low,true,,Synthetic stress fixture; not real literature.
stress_zis_photocatalysis_synthetic_025,Synthetic ZIS photocatalysis Study 025: Band Alignment under Local Review Conditions,"Fixture, Blair; Test, Morgan",2023,Synthetic Zis Photocatalysis Reports,10.9300/synthetic.stress_zis_photocatalysis.025,https://example.local/stress_zis_photocatalysis/stress_zis_photocatalysis_synthetic_025,,stress_zis_photocatalysisSynthetic2023025,band-alignment; zis-stress,skimmed,notes/stress_zis_photocatalysis_synthetic_025.md,2026-06-10,2026-06-10,medium,stress_zis_photocatalysis,journal_article,1.5,medium,true,,Synthetic stress fixture; not real literature.
stress_zis_photocatalysis_synthetic_026,Synthetic ZIS photocatalysis Study 026: Charge Separation under Local Review Conditions,"Local, Casey; Test, Quinn",2024,Synthetic Zis Photocatalysis Reports,10.9300/synthetic.stress_zis_photocatalysis.026,https://example.local/stress_zis_photocatalysis/stress_zis_photocatalysis_synthetic_026,,stress_zis_photocatalysisSynthetic2024026,charge-separation; zis-stress,partially_read,notes/stress_zis_photocatalysis_synthetic_026.md,2026-06-10,2026-06-10,high,stress_zis_photocatalysis,conference_paper,2.0,high,false,Synthetic exclusion for scope control.,Synthetic stress fixture; not real literature.
stress_zis_photocatalysis_synthetic_027,Synthetic ZIS photocatalysis Study 027: Photocorrosion under Local Review Conditions,"Example, Devon; Test, Riley",2016,Synthetic Zis Photocatalysis Reports,10.9300/synthetic.stress_zis_photocatalysis.027,https://example.local/stress_zis_photocatalysis/stress_zis_photocatalysis_synthetic_027,,stress_zis_photocatalysisSynthetic2016027,photocorrosion; zis-stress,read,notes/stress_zis_photocatalysis_synthetic_027.md,2026-06-10,2026-06-10,critical,stress_zis_photocatalysis,report,2.5,critical,false,Synthetic exclusion for scope control.,Synthetic stress fixture; not real literature.
stress_zis_photocatalysis_synthetic_028,Synthetic ZIS photocatalysis Study 028: Thin-Film Fabrication under Local Review Conditions,"Review, Emery; Test, Taylor",2017,Synthetic Zis Photocatalysis Reports,10.9300/synthetic.stress_zis_photocatalysis.028,https://example.local/stress_zis_photocatalysis/stress_zis_photocatalysis_synthetic_028,,stress_zis_photocatalysisSynthetic2017028,thin-film-fabrication; zis-stress,deeply_read,notes/stress_zis_photocatalysis_synthetic_028.md,2026-06-10,2026-06-10,low,stress_zis_photocatalysis,review,3.0,low,true,,Synthetic stress fixture; not real literature.
stress_zis_photocatalysis_synthetic_029,Synthetic ZIS photocatalysis Study 029: Catalyst Stability under Local Review Conditions,"Workbench, Finley; Test, Skyler",2018,Synthetic Zis Photocatalysis Reports,10.9300/synthetic.stress_zis_photocatalysis.029,https://example.local/stress_zis_photocatalysis/stress_zis_photocatalysis_synthetic_029,,stress_zis_photocatalysisSynthetic2018029,catalyst-stability; zis-stress,archived,notes/stress_zis_photocatalysis_synthetic_029.md,2026-06-10,2026-06-10,medium,stress_zis_photocatalysis,preprint,3.5,medium,true,,Synthetic stress fixture; not real literature.
stress_zis_photocatalysis_synthetic_030,Synthetic ZIS photocatalysis Study 030: Band Alignment under Local Review Conditions,"Synthetic, Gray; Test, Jordan",2019,Synthetic Zis Photocatalysis Reports,10.9300/synthetic.stress_zis_photocatalysis.030,https://example.local/stress_zis_photocatalysis/stress_zis_photocatalysis_synthetic_030,,stress_zis_photocatalysisSynthetic2019030,band-alignment; zis-stress; photocorrosion,unread,notes/stress_zis_photocatalysis_synthetic_030.md,2026-06-10,2026-06-10,high,stress_zis_photocatalysis,journal_article,4.0,high,false,,Synthetic stress fixture; not real literature.
stress_zis_photocatalysis_synthetic_031,Synthetic ZIS photocatalysis Study 031: Charge Separation under Local Review Conditions,"Fixture, Harper; Test, Morgan",2020,Synthetic Zis Photocatalysis Reports,10.9300/synthetic.stress_zis_photocatalysis.031,https://example.local/stress_zis_photocatalysis/stress_zis_photocatalysis_synthetic_031,,stress_zis_photocatalysisSynthetic2020031,charge-separation; zis-stress,skimmed,notes/stress_zis_photocatalysis_synthetic_031.md,2026-06-10,2026-06-10,critical,stress_zis_photocatalysis,conference_paper,4.5,critical,false,Synthetic exclusion for scope control.,Synthetic stress fixture; not real literature.
stress_zis_photocatalysis_synthetic_032,Synthetic ZIS photocatalysis Study 032: Photocorrosion under Local Review Conditions,"Local, Avery; Test, Quinn",2021,Synthetic Zis Photocatalysis Reports,10.9300/synthetic.stress_zis_photocatalysis.032,https://example.local/stress_zis_photocatalysis/stress_zis_photocatalysis_synthetic_032,,stress_zis_photocatalysisSynthetic2021032,photocorrosion; zis-stress,partially_read,,2026-06-10,,low,stress_zis_photocatalysis,report,5.0,low,true,,Synthetic stress fixture; not real literature.
stress_zis_photocatalysis_synthetic_033,Synthetic ZIS photocatalysis Study 033: Thin-Film Fabrication under Local Review Conditions,"Example, Blair; Test, Riley",2022,Synthetic Zis Photocatalysis Reports,10.9300/synthetic.stress_zis_photocatalysis.033,https://example.local/stress_zis_photocatalysis/stress_zis_photocatalysis_synthetic_033,,stress_zis_photocatalysisSynthetic2022033,thin-film-fabrication; zis-stress,read,notes/stress_zis_photocatalysis_synthetic_033.md,2026-06-10,2026-06-10,medium,stress_zis_photocatalysis,review,0.0,medium,true,,Synthetic stress fixture; not real literature.
stress_zis_photocatalysis_synthetic_034,Synthetic ZIS photocatalysis Study 034: Catalyst Stability under Local Review Conditions,"Review, Casey; Test, Taylor",2023,Synthetic Zis Photocatalysis Reports,10.9300/synthetic.stress_zis_photocatalysis.034,https://example.local/stress_zis_photocatalysis/stress_zis_photocatalysis_synthetic_034,,stress_zis_photocatalysisSynthetic2023034,catalyst-stability; zis-stress,deeply_read,notes/stress_zis_photocatalysis_synthetic_034.md,2026-06-10,2026-06-10,high,stress_zis_photocatalysis,preprint,0.5,high,false,Synthetic exclusion for scope control.,Synthetic stress fixture; not real literature.
stress_zis_photocatalysis_synthetic_035,Synthetic ZIS photocatalysis Study 035: Band Alignment under Local Review Conditions,"Workbench, Devon; Test, Skyler",2024,Synthetic Zis Photocatalysis Reports,10.9300/synthetic.stress_zis_photocatalysis.035,https://example.local/stress_zis_photocatalysis/stress_zis_photocatalysis_synthetic_035,,stress_zis_photocatalysisSynthetic2024035,band-alignment; zis-stress,archived,notes/stress_zis_photocatalysis_synthetic_035.md,2026-06-10,2026-06-10,critical,stress_zis_photocatalysis,journal_article,1.0,critical,false,Synthetic exclusion for scope control.,Synthetic stress fixture; not real literature.
stress_zis_photocatalysis_synthetic_036,Synthetic ZIS photocatalysis Study 036: Charge Separation under Local Review Conditions,"Synthetic, Emery; Test, Jordan",2016,Synthetic Zis Photocatalysis Reports,10.9300/synthetic.stress_zis_photocatalysis.036,https://example.local/stress_zis_photocatalysis/stress_zis_photocatalysis_synthetic_036,,stress_zis_photocatalysisSynthetic2016036,charge-separation; zis-stress; thin-film-fabrication,unread,notes/stress_zis_photocatalysis_synthetic_036.md,2026-06-10,2026-06-10,low,stress_zis_photocatalysis,conference_paper,1.5,low,true,,Synthetic stress fixture; not real literature.
stress_zis_photocatalysis_synthetic_037,Synthetic ZIS photocatalysis Study 037: Photocorrosion under Local Review Conditions,"Fixture, Finley; Test, Morgan",2017,Synthetic Zis Photocatalysis Reports,10.9300/synthetic.stress_zis_photocatalysis.037,https://example.local/stress_zis_photocatalysis/stress_zis_photocatalysis_synthetic_037,,stress_zis_photocatalysisSynthetic2017037,photocorrosion; zis-stress,skimmed,notes/stress_zis_photocatalysis_synthetic_037.md,2026-06-10,2026-06-10,medium,stress_zis_photocatalysis,report,2.0,medium,true,,Synthetic stress fixture; not real literature.
stress_zis_photocatalysis_synthetic_038,Synthetic ZIS photocatalysis Study 038: Thin-Film Fabrication under Local Review Conditions,"Local, Gray; Test, Quinn",2018,Synthetic Zis Photocatalysis Reports,10.9300/synthetic.stress_zis_photocatalysis.038,https://example.local/stress_zis_photocatalysis/stress_zis_photocatalysis_synthetic_038,,stress_zis_photocatalysisSynthetic2018038,thin-film-fabrication; zis-stress,partially_read,notes/stress_zis_photocatalysis_synthetic_038.md,2026-06-10,2026-06-10,high,stress_zis_photocatalysis,review,2.5,high,false,Synthetic exclusion for scope control.,Synthetic stress fixture; not real literature.
stress_zis_photocatalysis_synthetic_039,Synthetic ZIS photocatalysis Study 039: Catalyst Stability under Local Review Conditions,"Example, Harper; Test, Riley",2019,Synthetic Zis Photocatalysis Reports,10.9300/synthetic.stress_zis_photocatalysis.039,https://example.local/stress_zis_photocatalysis/stress_zis_photocatalysis_synthetic_039,,stress_zis_photocatalysisSynthetic2019039,catalyst-stability; zis-stress,read,notes/stress_zis_photocatalysis_synthetic_039.md,2026-06-10,2026-06-10,critical,stress_zis_photocatalysis,preprint,3.0,critical,false,Synthetic exclusion for scope control.,Synthetic stress fixture; not real literature.
stress_zis_photocatalysis_synthetic_040,Synthetic ZIS photocatalysis Study 040: Band Alignment under Local Review Conditions,"Review, Avery; Test, Taylor",2020,Synthetic Zis Photocatalysis Reports,10.9300/synthetic.stress_zis_photocatalysis.040,https://example.local/stress_zis_photocatalysis/stress_zis_photocatalysis_synthetic_040,,stress_zis_photocatalysisSynthetic2020040,band-alignment; zis-stress,deeply_read,,2026-06-10,,low,stress_zis_photocatalysis,journal_article,3.5,low,true,,Synthetic stress fixture; not real literature.
stress_zis_photocatalysis_synthetic_041,Synthetic ZIS photocatalysis Study 041: Charge Separation under Local Review Conditions,"Workbench, Blair; Test, Skyler",2021,Synthetic Zis Photocatalysis Reports,10.9300/synthetic.stress_zis_photocatalysis.041,https://example.local/stress_zis_photocatalysis/stress_zis_photocatalysis_synthetic_041,,stress_zis_photocatalysisSynthetic2021041,charge-separation; zis-stress,archived,notes/stress_zis_photocatalysis_synthetic_041.md,2026-06-10,2026-06-10,medium,stress_zis_photocatalysis,conference_paper,4.0,medium,true,,Synthetic stress fixture; not real literature.
stress_zis_photocatalysis_synthetic_042,Synthetic ZIS photocatalysis Study 042: Photocorrosion under Local Review Conditions,"Synthetic, Casey; Test, Jordan",2022,Synthetic Zis Photocatalysis Reports,10.9300/synthetic.stress_zis_photocatalysis.042,https://example.local/stress_zis_photocatalysis/stress_zis_photocatalysis_synthetic_042,data/papers/missing_synthetic_fixture.pdf,stress_zis_photocatalysisSynthetic2022042,photocorrosion; zis-stress; catalyst-stability,unread,notes/stress_zis_photocatalysis_synthetic_042.md,2026-06-10,2026-06-10,high,stress_zis_photocatalysis,report,4.5,high,false,Synthetic exclusion for scope control.,Synthetic stress fixture; not real literature.
stress_zis_photocatalysis_synthetic_043,Synthetic ZIS photocatalysis Study 043: Thin-Film Fabrication under Local Review Conditions,"Fixture, Devon; Test, Morgan",2023,Synthetic Zis Photocatalysis Reports,10.9300/synthetic.stress_zis_photocatalysis.043,https://example.local/stress_zis_photocatalysis/stress_zis_photocatalysis_synthetic_043,,stress_zis_photocatalysisSynthetic2023043,thin-film-fabrication; zis-stress,skimmed,notes/stress_zis_photocatalysis_synthetic_043.md,2026-06-10,2026-06-10,critical,stress_zis_photocatalysis,review,5.0,critical,false,Synthetic exclusion for scope control.,Synthetic stress fixture; not real literature.
stress_zis_photocatalysis_synthetic_044,Synthetic ZIS photocatalysis Study 044: Catalyst Stability under Local Review Conditions,"Local, Emery; Test, Quinn",2024,Synthetic Zis Photocatalysis Reports,10.9300/synthetic.stress_zis_photocatalysis.044,https://example.local/stress_zis_photocatalysis/stress_zis_photocatalysis_synthetic_044,,stress_zis_photocatalysisSynthetic2024044,catalyst-stability; zis-stress,partially_read,notes/stress_zis_photocatalysis_synthetic_044.md,2026-06-10,2026-06-10,low,stress_zis_photocatalysis,preprint,0.0,low,true,,Synthetic stress fixture; not real literature.
stress_zis_photocatalysis_synthetic_045,Synthetic ZIS photocatalysis Study 001: Charge Separation under Local Review Conditions,"Example, Finley; Test, Riley",2016,Synthetic Zis Photocatalysis Reports,10.9300/synthetic.stress_zis_photocatalysis.045,https://example.local/stress_zis_photocatalysis/stress_zis_photocatalysis_synthetic_045,,stress_zis_photocatalysisSynthetic2016045,band-alignment; zis-stress,read,notes/stress_zis_photocatalysis_synthetic_045.md,2026-06-10,2026-06-10,medium,stress_zis_photocatalysis,journal_article,0.5,medium,true,,Synthetic stress fixture; not real literature.
