paper_id,title,authors,year,journal,doi,url,local_pdf_path,bibtex_key,tags,reading_status,notes_path,added_date,last_reviewed_date,priority,project,source_type,relevance_score,reading_priority,included_in_lit_review,exclude_reason,user_comment
stress_finance_reading_synthetic_012,Synthetic finance reading Study 012: Risk Modeling under Local Review Conditions,"Synthetic, Emery; Test, Jordan",2019,Synthetic Finance Reading Reports,10.9300/synthetic.stress_finance_reading.012,https://example.local/stress_finance_reading/stress_finance_reading_synthetic_012,,stress_finance_readingSynthetic2019012,risk-modeling; finance-stress; disclosure-quality,unread,notes/stress_finance_reading_synthetic_012.md,2026-06-10,2026-06-10,low,stress_finance_reading,report,0.5,low,true,,Synthetic stress fixture; not real literature.
stress_finance_reading_synthetic_013,Synthetic finance reading Study 013: Market Microstructure under Local Review Conditions,"Fixture, Finley; Test, Morgan",2020,Synthetic Finance Reading Reports,10.9300/synthetic.stress_finance_reading.013,https://example.local/stress_finance_reading/stress_finance_reading_synthetic_013,,stress_finance_readingSynthetic2020013,market-microstructure; finance-stress,skimmed,notes/stress_finance_reading_synthetic_013.md,2026-06-10,2026-06-10,medium,stress_finance_reading,review,1.0,medium,true,,Synthetic stress fixture; not real literature.
stress_finance_reading_synthetic_014,Synthetic finance reading Study 014: Disclosure Quality under Local Review Conditions,"Local, Gray; Test, Quinn",2021,Synthetic Finance Reading Reports,10.9300/synthetic.stress_finance_reading.014,https://example.local/stress_finance_reading/stress_finance_reading_synthetic_014,,stress_finance_readingSynthetic2021014,disclosure-quality; finance-stress,partially_read,notes/stress_finance_reading_synthetic_014.md,2026-06-10,2026-06-10,high,stress_finance_reading,preprint,1.5,high,false,Synthetic exclusion for scope control.,Synthetic stress fixture; not real literature.
stress_finance_reading_synthetic_015,Synthetic finance reading Study 015: Portfolio Construction under Local Review Conditions,"Example, Harper; Test, Riley",2022,Synthetic Finance Reading Reports,10.9300/synthetic.stress_finance_reading.015,https://example.local/stress_finance_reading/stress_finance_reading_synthetic_015,,stress_finance_readingSynthetic2022015,portfolio-construction; finance-stress,read,notes/stress_finance_reading_synthetic_015.md,2026-06-10,2026-06-10,critical,stress_finance_reading,journal_article,2.0,critical,false,Synthetic exclusion for scope control.,Synthetic stress fixture; not real literature.
stress_finance_reading_synthetic_016,Synthetic finance reading Study 016: Finance Valuation under Local Review Conditions,"Review, Avery; Test, Taylor",2023,Synthetic Finance Reading Reports,10.9300/synthetic.stress_finance_reading.016,https://example.local/stress_finance_reading/stress_finance_reading_synthetic_016,,stress_finance_readingSynthetic2023016,finance-valuation; finance-stress,deeply_read,,2026-06-10,,low,stress_finance_reading,conference_paper,2.5,low,true,,Synthetic stress fixture; not real literature.
stress_finance_reading_synthetic_017,Synthetic finance reading Study 017: Risk Modeling under Local Review Conditions,"Workbench, Blair; Test, Skyler",2024,Synthetic Finance Reading Reports,10.9300/synthetic.stress_finance_reading.017,https://example.local/stress_finance_reading/stress_finance_reading_synthetic_017,,stress_finance_readingSynthetic2024017,risk-modeling; finance-stress,archived,notes/stress_finance_reading_synthetic_017.md,2026-06-10,2026-06-10,medium,stress_finance_reading,report,3.0,medium,true,,Synthetic stress fixture; not real literature.
stress_finance_reading_synthetic_018,Synthetic finance reading Study 018: Market Microstructure under Local Review Conditions,"Synthetic, Casey; Test, Jordan",2016,Synthetic Finance Reading Reports,10.9300/synthetic.stress_finance_reading.018,https://example.local/stress_finance_reading/stress_finance_reading_synthetic_018,,stress_finance_readingSynthetic2016018,market-microstructure; finance-stress; portfolio-construction,unread,notes/stress_finance_reading_synthetic_018.md,2026-06-10,2026-06-10,high,stress_finance_reading,review,3.5,high,false,Synthetic exclusion for scope control.,Synthetic stress fixture; not real literature.
stress_finance_reading_synthetic_019,Synthetic finance reading Study 019: Disclosure Quality under Local Review Conditions,"Fixture, Devon; Test, Morgan",2017,Synthetic Finance Reading Reports,10.9300/synthetic.stress_finance_reading.019,https://example.local/stress_finance_reading/stress_finance_reading_synthetic_019,,stress_finance_readingSynthetic2017019,disclosure-quality; finance-stress,skimmed,notes/stress_finance_reading_synthetic_019.md,2026-06-10,2026-06-10,critical,stress_finance_reading,preprint,4.0,critical,false,Synthetic exclusion for scope control.,Synthetic stress fixture; not real literature.
stress_finance_reading_synthetic_020,Synthetic finance reading Study 020: Portfolio Construction under Local Review Conditions,"Local, Emery; Test, Quinn",2018,Synthetic Finance Reading Reports,10.9300/synthetic.stress_finance_reading.020,https://example.local/stress_finance_reading/stress_finance_reading_synthetic_020,,stress_finance_readingSynthetic2018020,portfolio-construction; finance-stress,partially_read,notes/stress_finance_reading_synthetic_020.md,2026-06-10,2026-06-10,low,stress_finance_reading,journal_article,4.5,low,true,,Synthetic stress fixture; not real literature.
stress_finance_reading_synthetic_021,Synthetic finance reading Study 021: Finance Valuation under Local Review Conditions,"Example, Finley; Test, Riley",2019,Synthetic Finance Reading Reports,10.9300/synthetic.stress_finance_reading.021,https://example.local/stress_finance_reading/stress_finance_reading_synthetic_021,data/papers/missing_synthetic_fixture.pdf,stress_finance_readingSynthetic2019021,finance-valuation; finance-stress,read,notes/stress_finance_reading_synthetic_021.md,2026-06-10,2026-06-10,medium,stress_finance_reading,conference_paper,5.0,medium,true,,Synthetic stress fixture; not real literature.
stress_finance_reading_synthetic_022,Synthetic finance reading Study 022: Risk Modeling under Local Review Conditions,"Review, Gray; Test, Taylor",2020,Synthetic Finance Reading Reports,10.9300/synthetic.stress_finance_reading.022,https://example.local/stress_finance_reading/stress_finance_reading_synthetic_022,,stress_finance_readingSynthetic2020022,risk-modeling; finance-stress,deeply_read,notes/stress_finance_reading_synthetic_022.md,2026-06-10,2026-06-10,high,stress_finance_reading,report,0.0,high,false,Synthetic exclusion for scope control.,Synthetic stress fixture; not real literature.
stress_finance_reading_synthetic_023,Synthetic finance reading Study 023: Market Microstructure under Local Review Conditions,"Workbench, Harper; Test, Skyler",2021,Synthetic Finance Reading Reports,10.9300/synthetic.stress_finance_reading.023,https://example.local/stress_finance_reading/stress_finance_reading_synthetic_023,,stress_finance_readingSynthetic2021023,market-microstructure; finance-stress,archived,notes/stress_finance_reading_synthetic_023.md,2026-06-10,2026-06-10,critical,stress_finance_reading,review,0.5,critical,false,Synthetic exclusion for scope control.,Synthetic stress fixture; not real literature.
stress_finance_reading_synthetic_024,Synthetic finance reading Study 024: Disclosure Quality under Local Review Conditions,"Synthetic, Avery; Test, Jordan",2022,Synthetic Finance Reading Reports,10.9300/synthetic.stress_finance_reading.024,https://example.local/stress_finance_reading/stress_finance_reading_synthetic_024,,stress_finance_readingSynthetic2022024,disclosure-quality; finance-stress; finance-valuation,read,,2026-06-10,,low,stress_finance_reading,preprint,1.0,low,true,,Synthetic stress fixture; not real literature.
stress_finance_reading_synthetic_025,Synthetic finance reading Study 025: Portfolio Construction under Local Review Conditions,"Fixture, Blair; Test, Morgan",2023,Synthetic Finance Reading Reports,10.9300/synthetic.stress_finance_reading.025,https://example.local/stress_finance_reading/stress_finance_reading_synthetic_025,,stress_finance_readingSynthetic2023025,portfolio-construction; finance-stress,skimmed,notes/stress_finance_reading_synthetic_025.md,2026-06-10,2026-06-10,medium,stress_finance_reading,journal_article,1.5,medium,true,,Synthetic stress fixture; not real literature.
stress_finance_reading_synthetic_026,Synthetic finance reading Study 026: Finance Valuation under Local Review Conditions,"Local, Casey; Test, Quinn",2024,Synthetic Finance Reading Reports,10.9300/synthetic.stress_finance_reading.026,https://example.local/stress_finance_reading/stress_finance_reading_synthetic_026,,stress_finance_readingSynthetic2024026,finance-valuation; finance-stress,partially_read,notes/stress_finance_reading_synthetic_026.md,2026-06-10,2026-06-10,high,stress_finance_reading,conference_paper,2.0,high,false,Synthetic exclusion for scope control.,Synthetic stress fixture; not real literature.
stress_finance_reading_synthetic_027,Synthetic finance reading Study 027: Risk Modeling under Local Review Conditions,"Example, Devon; Test, Riley",2016,Synthetic Finance Reading Reports,10.9300/synthetic.stress_finance_reading.027,https://example.local/stress_finance_reading/stress_finance_reading_synthetic_027,,stress_finance_readingSynthetic2016027,risk-modeling; finance-stress,read,notes/stress_finance_reading_synthetic_027.md,2026-06-10,2026-06-10,critical,stress_finance_reading,report,2.5,critical,false,Synthetic exclusion for scope control.,Synthetic stress fixture; not real literature.
stress_finance_reading_synthetic_028,Synthetic finance reading Study 028: Market Microstructure under Local Review Conditions,"Review, Emery; Test, Taylor",2017,Synthetic Finance Reading Reports,10.9300/synthetic.stress_finance_reading.028,https://example.local/stress_finance_reading/stress_finance_reading_synthetic_028,,stress_finance_readingSynthetic2017028,market-microstructure; finance-stress,deeply_read,notes/stress_finance_reading_synthetic_028.md,2026-06-10,2026-06-10,low,stress_finance_reading,review,3.0,low,true,,Synthetic stress fixture; not real literature.
stress_finance_reading_synthetic_029,Synthetic finance reading Study 029: Disclosure Quality under Local Review Conditions,"Workbench, Finley; Test, Skyler",2018,Synthetic Finance Reading Reports,10.9300/synthetic.stress_finance_reading.029,https://example.local/stress_finance_reading/stress_finance_reading_synthetic_029,,stress_finance_readingSynthetic2018029,disclosure-quality; finance-stress,archived,notes/stress_finance_reading_synthetic_029.md,2026-06-10,2026-06-10,medium,stress_finance_reading,preprint,3.5,medium,true,,Synthetic stress fixture; not real literature.
stress_finance_reading_synthetic_030,Synthetic finance reading Study 030: Portfolio Construction under Local Review Conditions,"Synthetic, Gray; Test, Jordan",2019,Synthetic Finance Reading Reports,10.9300/synthetic.stress_finance_reading.030,https://example.local/stress_finance_reading/stress_finance_reading_synthetic_030,,stress_finance_readingSynthetic2019030,portfolio-construction; finance-stress; risk-modeling,unread,notes/stress_finance_reading_synthetic_030.md,2026-06-10,2026-06-10,high,stress_finance_reading,journal_article,4.0,high,false,,Synthetic stress fixture; not real literature.
stress_finance_reading_synthetic_031,Synthetic finance reading Study 031: Finance Valuation under Local Review Conditions,"Fixture, Harper; Test, Morgan",2020,Synthetic Finance Reading Reports,10.9300/synthetic.stress_finance_reading.031,https://example.local/stress_finance_reading/stress_finance_reading_synthetic_031,,stress_finance_readingSynthetic2020031,finance-valuation; finance-stress,skimmed,notes/stress_finance_reading_synthetic_031.md,2026-06-10,2026-06-10,critical,stress_finance_reading,conference_paper,4.5,critical,false,Synthetic exclusion for scope control.,Synthetic stress fixture; not real literature.
stress_finance_reading_synthetic_032,Synthetic finance reading Study 032: Risk Modeling under Local Review Conditions,"Local, Avery; Test, Quinn",2021,Synthetic Finance Reading Reports,10.9300/synthetic.stress_finance_reading.032,https://example.local/stress_finance_reading/stress_finance_reading_synthetic_032,,stress_finance_readingSynthetic2021032,risk-modeling; finance-stress,partially_read,,2026-06-10,,low,stress_finance_reading,report,5.0,low,true,,Synthetic stress fixture; not real literature.
stress_finance_reading_synthetic_033,Synthetic finance reading Study 033: Market Microstructure under Local Review Conditions,"Example, Blair; Test, Riley",2022,Synthetic Finance Reading Reports,10.9300/synthetic.stress_finance_reading.033,https://example.local/stress_finance_reading/stress_finance_reading_synthetic_033,,stress_finance_readingSynthetic2022033,market-microstructure; finance-stress,read,notes/stress_finance_reading_synthetic_033.md,2026-06-10,2026-06-10,medium,stress_finance_reading,review,0.0,medium,true,,Synthetic stress fixture; not real literature.
stress_finance_reading_synthetic_034,Synthetic finance reading Study 034: Disclosure Quality under Local Review Conditions,"Review, Casey; Test, Taylor",2023,Synthetic Finance Reading Reports,10.9300/synthetic.stress_finance_reading.034,https://example.local/stress_finance_reading/stress_finance_reading_synthetic_034,,stress_finance_readingSynthetic2023034,disclosure-quality; finance-stress,deeply_read,notes/stress_finance_reading_synthetic_034.md,2026-06-10,2026-06-10,high,stress_finance_reading,preprint,0.5,high,false,Synthetic exclusion for scope control.,Synthetic stress fixture; not real literature.
stress_finance_reading_synthetic_035,Synthetic finance reading Study 001: Finance Valuation under Local Review Conditions,"Workbench, Devon; Test, Skyler",2024,Synthetic Finance Reading Reports,10.9300/synthetic.stress_finance_reading.035,https://example.local/stress_finance_reading/stress_finance_reading_synthetic_035,,stress_finance_readingSynthetic2024035,portfolio-construction; finance-stress,archived,notes/stress_finance_reading_synthetic_035.md,2026-06-10,2026-06-10,critical,stress_finance_reading,journal_article,1.0,critical,false,Synthetic exclusion for scope control.,Synthetic stress fixture; not real literature.
